weekday,Age,Gender,Alcohol_Results,Drug_Involvement,Atmospheric_Condition,Roadway,Fatality
6,,1,,2,0,8,0
6,,0,,2,0,5,0
5,,0,,2,0,5,0
5,59,0,,2,0,3,0
4,74,0,0.0,0,0,8,0
1,61,1,,0,0,9,0
6,61,0,,2,0,4,0
6,42,1,0.2,2,0,7,1
7,37,0,,0,2,9,0
2,56,1,0.0,,0,7,0
1,74,0,,0,0,4,0
4,24,0,,0,0,5,0
6,35,0,,2,2,3,0
2,,0,,2,0,6,0
2,67,0,,0,3,8,0
7,34,1,,2,0,6,0
5,28,1,,2,0,2,0
1,,1,,2,0,5,0
3,56,0,0.0,0,0,9,1
1,17,1,,2,0,9,0
1,77,0,,0,0,6,0
6,20,0,0.25,0,2,7,1
6,84,0,0.0,0,3,5,1
7,30,0,0.0,,0,4,1
2,67,1,,0,0,11,0
6,64,0,,0,0,4,0
3,48,0,0.0,,0,7,1
7,21,1,,2,2,0,0
4,57,0,,0,3,5,0
6,23,1,,2,0,2,0
7,39,0,0.17,2,3,6,1
2,38,0,,2,2,7,0
3,36,0,,2,0,6,0
7,25,0,0.0,,0,4,1
4,38,0,,0,0,11,0
7,31,0,0.04,,0,3,1
5,,0,,2,3,5,0
5,69,0,0.0,,0,9,1
2,24,1,0.0,0,0,6,0
2,40,0,,0,0,11,0
3,43,0,0.0,,0,4,1
4,31,1,,2,0,2,1
2,57,0,0.1,1,2,3,1
7,22,0,,2,3,7,0
6,23,0,0.05,2,0,0,1
3,,1,,0,0,7,0
3,28,1,0.19,2,0,0,1
7,23,0,0.17,0,0,9,1
7,38,0,,2,0,2,0
6,71,1,,2,0,7,0
5,34,0,,2,3,5,0
6,48,0,,0,0,4,0
7,45,0,0.0,,0,1,1
6,36,0,,2,0,6,0
3,35,0,0.0,0,0,5,0
2,67,0,,0,0,7,0
7,51,0,0.0,0,0,8,0
1,65,0,0.0,2,0,5,1
6,21,0,,2,0,8,0
6,65,1,,0,0,7,0
7,,1,,2,0,6,0
7,50,0,,0,0,2,0
3,69,1,,2,0,6,0
6,48,0,0.16,,0,0,1
7,23,0,0.0,0,0,8,0
6,28,0,,1,2,1,0
7,23,0,,0,0,7,0
6,24,0,0.13,2,3,6,1
3,29,0,,2,0,6,0
7,58,0,,2,0,7,0
5,47,0,,2,0,5,0
4,38,0,,2,2,7,0
3,58,0,,2,0,2,0
3,39,0,0.22,2,2,12,1
7,68,1,,2,0,0,0
6,47,0,,0,0,0,0
3,50,0,,0,0,4,0
6,24,1,0.07,2,2,6,0
6,31,0,,0,0,6,0
1,31,0,,0,0,11,0
5,64,0,,2,0,3,1
4,23,0,0.0,0,0,9,0
4,35,0,0.23,2,0,10,1
7,23,0,0.11,2,0,1,1
2,30,0,,2,2,3,0
7,49,0,,0,0,4,0
6,40,0,0.24,2,2,9,1
7,24,1,,,0,0,0
2,32,0,0.0,,0,6,1
3,27,0,0.0,,0,5,1
5,61,1,0.0,,3,11,1
4,68,0,,2,3,5,0
1,28,0,0.14,0,0,9,1
5,,1,,0,2,6,0
7,33,0,,2,0,2,0
1,19,0,0.07,2,0,6,0
1,73,1,,2,0,9,0
7,32,0,0.24,0,0,9,1
3,49,1,,2,2,6,0
4,57,0,,0,2,6,0
5,53,0,,1,0,3,1
6,39,0,,2,0,9,0
6,24,0,0.27,,0,12,1
3,28,0,,2,0,12,0
6,19,1,,0,2,9,0
6,48,0,0.22,,0,8,1
3,80,1,,0,0,5,1
7,,1,,2,0,7,0
7,25,0,,,0,8,0
2,48,0,,2,2,6,0
5,18,0,,2,0,2,0
5,21,1,,0,3,9,0
1,22,0,,2,2,6,0
7,23,0,0.22,1,0,5,1
2,65,0,,2,3,4,1
2,,1,,0,0,4,0
4,49,1,,2,0,7,0
7,21,0,,2,2,6,0
6,30,0,0.05,2,0,11,1
2,31,1,0.0,0,0,6,0
2,36,0,0.0,2,0,7,0
5,19,0,0.0,,0,12,1
7,18,1,0.0,2,0,4,0
6,53,0,,0,0,0,0
6,33,0,0.18,1,0,11,1
6,42,1,,2,0,3,0
3,69,0,0.0,2,0,7,0
3,47,1,,2,3,5,0
5,37,0,0.0,1,0,4,1
4,21,0,0.0,1,0,9,1
4,,0,,2,0,3,0
7,20,1,,2,3,7,0
5,19,0,,2,0,2,0
2,24,0,0.0,,0,7,1
1,45,0,0.0,2,0,9,0
4,49,0,,0,0,6,0
7,17,1,,0,0,7,0
6,35,0,,2,0,6,0
5,38,1,0.0,0,0,2,0
7,17,1,,2,0,6,0
3,23,0,,0,0,6,0
2,48,0,0.3,0,0,0,1
4,59,1,,2,0,6,0
6,,0,,2,0,8,0
1,85,0,0.0,2,0,7,1
5,,,,2,2,4,0
3,60,0,0.0,0,0,5,0
2,50,0,0.0,0,2,12,0
4,21,1,,2,0,2,0
2,57,0,0.12,2,0,0,1
6,20,1,,2,0,9,0
4,45,0,,0,0,2,0
7,41,0,,2,0,6,0
4,48,0,,2,0,5,0
1,45,0,0.06,0,0,8,0
5,20,0,,1,3,7,0
3,18,0,0.09,1,0,2,0
1,17,0,,0,0,5,0
4,23,1,,2,0,12,0
1,16,1,,2,0,6,0
4,33,1,0.0,,2,3,1
7,39,0,,,0,5,1
1,41,0,0.0,1,0,9,1
6,,1,,2,0,0,0
3,18,0,0.0,0,2,9,0
5,53,0,,0,2,4,0
5,44,0,,2,0,5,1
2,46,1,0.0,2,0,4,1
1,,0,,,0,6,0
6,,1,,0,0,1,0
7,28,0,0.0,2,0,11,1
4,39,1,,2,2,11,0
6,33,0,0.15,,0,5,1
2,40,0,,0,0,9,0
2,23,0,,2,0,9,0
1,73,1,,0,0,2,0
5,41,1,,2,0,9,0
3,55,0,,0,2,0,1
6,25,1,0.0,,1,11,1
4,30,1,,2,0,9,1
3,28,1,0.0,2,0,7,0
5,44,1,,0,5,8,0
2,70,1,,2,0,9,1
2,50,1,,0,0,5,0
7,50,0,0.0,2,0,6,1
6,64,0,0.16,1,0,9,0
5,25,0,,2,0,5,0
6,75,1,,2,0,11,0
5,30,0,,,0,4,1
7,23,0,0.01,1,0,9,1
5,,0,0.06,0,2,3,0
5,51,0,0.27,0,0,6,1
7,37,0,0.23,,0,6,0
4,88,1,,2,0,12,1
5,21,0,0.0,1,0,4,0
5,21,0,0.27,2,0,4,1
5,65,0,,2,0,3,1
7,30,0,0.33,,0,1,1
1,49,0,,0,0,6,0
4,39,0,,0,5,7,0
3,21,0,,2,0,7,0
7,20,1,,2,0,4,0
2,46,0,,2,0,6,0
6,33,1,,0,0,9,0
4,46,0,,2,0,7,0
5,24,1,0.0,,0,6,1
6,27,0,0.16,2,0,5,1
7,54,1,,2,0,9,0
2,58,0,,0,2,6,0
6,19,0,0.19,2,0,6,1
6,53,0,,0,0,6,0
1,27,0,,0,5,7,0
7,71,0,0.0,2,0,7,0
5,,1,,0,0,7,0
6,18,1,,0,0,1,0
1,76,0,0.0,0,0,3,1
6,,0,,2,0,7,0
5,19,1,,0,0,7,1
6,53,0,0.0,0,2,4,0
1,16,0,,2,0,5,0
5,37,1,,,0,9,1
4,,1,,0,0,7,0
4,,0,,2,0,11,0
7,44,0,0.05,2,0,6,1
1,62,1,,2,0,0,0
6,39,0,,2,0,7,1
5,19,0,,2,0,6,0
5,23,0,,2,3,2,0
3,20,1,,2,2,4,0
1,44,1,0.0,0,2,6,0
1,60,0,0.11,2,0,1,1
2,52,0,0.0,0,0,3,1
6,26,0,,0,3,11,0
5,27,1,0.0,0,0,6,1
2,55,0,,2,0,2,0
4,80,1,,2,0,4,0
7,38,1,0.0,0,0,1,0
7,18,1,,0,0,7,0
6,16,1,,,0,9,0
2,71,1,,2,0,6,0
2,27,0,0.0,2,0,11,1
6,32,0,,0,0,5,0
1,21,0,,2,0,5,0
6,48,0,0.28,,0,9,1
1,21,0,,2,0,12,0
3,33,0,,2,0,5,0
2,,1,,2,0,2,0
5,45,1,,2,2,5,0
3,18,0,0.11,0,0,4,1
1,22,0,0.31,0,0,1,1
6,32,0,,2,0,9,0
3,,1,,2,0,8,0
6,23,0,,2,0,2,0
6,,0,,2,0,11,0
1,19,1,0.0,0,0,6,0
4,26,0,0.18,0,0,5,1
7,34,0,,2,0,0,0
5,64,0,,2,3,5,0
3,,0,,2,3,2,0
2,19,1,,2,2,12,0
4,69,1,,2,0,6,0
5,19,1,,2,1,3,0
4,17,0,,0,0,4,0
4,74,1,,2,2,3,0
7,22,0,0.2,0,0,11,1
2,27,1,,2,0,7,0
4,40,0,,2,0,6,0
4,45,0,0.0,2,5,3,1
2,31,0,,0,0,4,0
6,,1,,0,0,8,0
2,44,0,,2,0,7,0
2,24,1,0.0,0,0,3,0
6,19,1,0.02,2,0,1,1
3,34,0,0.0,0,0,5,1
4,,0,,2,0,6,0
5,60,1,,2,0,8,0
4,,1,,2,0,4,0
1,19,0,0.0,0,0,6,0
6,29,1,,2,0,7,0
5,40,1,,2,0,2,0
1,22,1,,0,0,2,0
7,,0,,2,0,9,0
5,69,0,0.0,0,0,5,1
1,59,0,,2,3,12,0
6,30,0,0.1,2,0,10,0
5,21,0,,1,3,4,1
6,29,1,,0,0,11,0
7,,0,,2,0,9,0
6,21,0,,2,0,11,0
5,72,1,,2,3,7,0
2,,0,,2,0,9,0
1,68,0,0.0,2,0,5,1
5,,1,,0,0,8,0
1,89,0,,0,0,8,1
5,17,0,,2,0,0,0
3,52,0,0.0,0,0,7,0
3,18,0,,,0,4,0
5,50,0,,2,1,6,0
1,21,1,,2,3,7,0
3,43,0,,0,0,7,0
5,21,0,,,0,3,1
6,19,1,,2,0,8,0
4,58,0,,2,5,2,0
5,51,0,0.0,0,0,6,0
6,30,0,0.22,2,0,5,1
7,,0,,2,0,4,0
5,24,0,0.09,0,0,7,0
3,20,1,,2,2,2,0
4,39,0,0.0,0,0,7,0
6,60,0,0.27,0,0,7,1
6,43,1,0.0,2,0,9,1
6,29,0,0.23,0,0,9,0
3,49,0,0.0,0,0,5,0
5,21,0,0.12,1,0,2,1
1,23,0,0.0,0,2,5,0
5,53,0,,2,2,6,0
3,87,0,0.0,2,0,1,0
6,48,0,,2,0,8,0
5,35,1,,2,0,4,0
3,39,0,,2,0,3,0
1,20,0,0.0,1,2,5,1
3,,0,,2,0,5,0
5,57,0,0.0,0,0,7,0
2,40,1,,0,0,9,0
7,27,1,,2,0,2,0
7,57,0,0.23,2,0,3,1
4,52,0,0.18,,0,3,1
7,30,0,0.1,1,0,10,0
7,40,0,0.21,0,0,7,1
6,31,0,0.17,0,0,6,1
3,70,1,0.0,0,0,7,1
6,19,0,0.0,2,0,3,0
6,27,0,0.13,0,0,4,0
2,81,0,,2,0,5,0
5,36,0,0.11,0,0,4,1
7,52,0,0.0,1,0,5,1
3,34,0,0.0,1,0,9,1
5,28,0,,2,0,4,0
7,19,0,0.0,,8,0,1
5,33,0,0.13,1,0,1,1
2,47,0,,2,5,2,0
1,25,0,0.0,,0,6,1
2,28,0,,2,0,6,0
7,47,0,0.0,0,2,6,1
7,41,1,0.22,0,0,6,0
6,16,0,,2,0,8,0
6,35,0,,2,0,8,0
3,,,,,0,11,0
7,18,0,0.03,2,2,7,1
1,,0,,2,2,3,0
2,,0,,2,0,8,0
1,81,0,,0,0,2,0
2,,0,,2,0,9,0
1,28,1,,2,0,7,0
6,28,0,0.22,2,0,13,1
5,19,0,,2,0,2,0
2,71,0,0.0,,3,7,1
3,74,1,,2,0,12,0
4,84,1,,0,0,7,0
7,24,1,,0,0,4,0
1,22,0,,2,0,2,0
2,,0,,2,0,9,0
5,46,0,0.09,2,0,6,1
5,61,0,,0,0,7,1
5,44,1,,0,0,5,0
4,40,1,0.0,1,0,2,1
3,54,0,,2,0,3,0
4,17,1,,0,0,7,0
1,57,1,0.0,,3,5,1
2,67,0,,0,0,0,0
5,21,0,,2,0,6,0
6,28,0,0.1,2,0,11,1
7,53,0,0.07,0,2,8,1
3,19,1,0.0,0,0,8,0
6,17,1,,2,0,5,0
5,35,1,,0,0,8,1
7,39,1,,0,0,11,0
1,17,1,,0,0,3,0
7,21,0,,2,0,2,0
7,36,0,,0,0,11,0
1,45,0,,0,0,6,0
5,,0,,2,0,6,0
6,42,0,,,,5,0
6,31,0,,2,2,4,0
4,20,1,0.0,2,2,5,0
3,17,0,0.14,2,3,12,0
5,41,0,0.18,,0,3,1
7,38,0,,0,0,11,0
4,16,1,0.0,2,0,3,1
6,68,1,,0,5,7,1
6,66,1,,0,2,6,0
1,,0,,2,0,,0
7,38,0,0.0,,0,6,1
2,37,0,0.03,2,0,9,1
7,18,1,,,0,5,1
1,55,1,0.0,,0,9,1
3,53,0,,2,0,8,1
7,,1,,2,0,4,0
1,51,0,0.13,0,3,4,1
2,51,0,,2,3,6,0
6,40,0,0.2,2,0,8,1
7,22,1,,2,3,7,0
7,21,1,,2,0,5,0
6,20,0,0.11,0,0,9,1
5,38,0,0.16,0,0,6,1
6,,0,,2,0,2,0
5,57,0,,0,0,9,0
2,19,0,,0,0,4,0
2,24,0,,2,2,6,0
1,,0,,2,0,1,0
7,54,0,0.0,2,0,2,1
2,37,1,0.0,,0,7,1
1,57,0,,2,0,9,0
7,,1,,2,2,5,0
3,74,0,,2,2,7,0
7,52,1,0.0,,0,5,1
7,27,1,,2,0,6,0
3,21,0,,2,0,4,0
2,16,0,,2,0,7,0
6,45,0,0.14,0,0,11,0
7,32,0,,0,0,8,0
2,35,1,,0,0,11,0
1,41,0,0.0,,0,5,1
6,26,0,0.18,0,0,11,1
4,41,0,0.11,1,0,1,1
2,75,0,0.0,2,0,3,1
6,47,0,0.29,2,0,3,1
1,,0,,0,0,8,0
4,,1,,2,0,0,0
3,61,0,,0,0,5,0
6,29,1,,2,0,8,0
2,31,0,,0,0,12,0
4,26,0,0.19,0,0,6,1
7,53,0,0.26,,0,3,1
5,61,0,0.0,2,0,7,0
2,,1,,2,0,3,0
1,45,1,,0,3,7,0
6,16,1,,2,3,11,0
5,32,1,0.0,0,0,5,0
7,33,0,,2,3,9,0
4,39,0,,0,0,2,0
1,23,0,,,0,6,0
7,40,0,,2,0,8,0
1,24,0,,0,0,6,1
2,50,0,,2,0,8,0
1,30,0,,2,0,3,0
6,30,0,0.08,0,2,3,0
5,55,0,,2,0,12,0
2,25,1,,2,0,2,0
3,42,0,,0,0,4,0
6,20,0,,2,2,5,0
6,,0,,2,0,6,0
6,48,0,0.0,0,0,3,1
3,16,0,0.0,2,3,2,1
2,18,0,,2,0,9,0
5,37,0,0.0,0,0,3,0
2,57,0,0.0,0,0,7,0
6,27,0,,2,0,5,0
6,,,,2,,5,0
4,29,0,,2,3,12,1
3,57,0,0.0,2,0,1,1
5,51,0,0.23,0,0,5,0
6,43,0,,0,0,3,1
6,58,0,0.0,0,0,3,1
1,16,0,0.0,,2,4,1
6,70,0,,2,0,4,1
5,75,0,,,0,7,1
2,28,1,0.33,,0,3,1
7,54,1,,2,6,7,1
4,52,0,0.0,0,0,0,0
4,58,0,0.0,1,0,3,1
7,20,0,0.22,,0,8,1
2,58,0,0.0,,3,6,1
3,53,0,,2,0,7,0
4,25,0,0.24,0,0,0,1
3,46,0,0.0,0,0,8,0
7,51,1,,0,0,7,0
4,51,0,,0,0,5,0
2,83,0,,0,0,5,1
6,32,0,,0,0,6,0
1,43,0,0.23,2,0,7,1
6,42,1,0.0,,0,8,1
6,67,0,,2,0,6,1
7,64,0,,2,0,2,0
5,21,1,,2,0,2,0
3,81,1,0.0,0,0,4,1
5,,0,,0,0,8,0
2,72,1,,0,2,7,0
6,64,0,0.0,,0,7,1
1,,1,,2,3,11,0
3,32,0,,2,0,3,0
6,39,0,0.0,2,0,6,0
6,23,1,,1,0,7,0
1,25,1,,2,2,7,0
6,77,0,0.11,0,0,9,0
6,50,1,0.0,,0,11,1
3,20,0,0.08,,0,5,1
5,37,0,0.0,2,0,8,0
7,28,0,,2,2,9,0
7,24,0,,2,4,2,0
2,28,0,,2,0,9,0
1,16,1,,2,0,6,0
3,79,0,,0,0,2,0
2,21,0,,2,0,9,0
6,,1,,0,0,6,0
6,35,1,,2,0,11,1
3,35,1,,2,0,12,0
3,20,0,,0,0,7,0
6,55,1,,2,0,7,0
6,21,0,0.2,2,0,3,1
7,22,1,,2,2,9,0
3,51,0,0.25,2,0,9,1
1,77,0,,0,0,7,1
7,85,1,,0,0,0,0
3,23,1,,2,0,0,0
5,26,0,,2,2,11,0
7,20,1,0.1,0,0,9,1
5,48,1,0.19,2,0,6,1
4,39,0,0.17,1,2,3,1
2,18,0,,2,0,1,0
5,84,0,0.0,0,2,9,1
2,35,0,0.0,,3,5,0
4,63,0,0.0,1,6,3,1
2,72,0,,2,0,0,0
2,27,0,0.07,2,0,2,0
1,50,1,,0,0,4,0
6,34,0,,,0,6,0
5,34,0,0.0,0,0,2,0
4,50,1,,0,0,4,0
6,21,1,,2,0,4,0
5,31,0,0.08,1,3,3,0
6,36,0,0.18,2,0,5,1
3,50,0,,2,0,0,1
5,24,1,,2,0,0,0
6,19,1,0.0,0,5,6,0
6,52,1,0.18,0,0,1,1
7,19,0,,2,0,11,0
4,51,0,,0,0,2,0
6,16,1,,2,2,6,0
2,19,0,,2,0,4,0
3,45,0,0.0,,0,0,1
6,,0,,2,1,6,1
5,,0,,2,0,3,0
1,40,0,0.0,1,0,7,1
6,,0,,2,0,3,0
5,,,,2,0,11,0
3,33,0,0.0,2,0,6,1
2,19,0,0.0,0,0,9,1
1,87,0,,2,0,6,0
1,34,0,,2,0,7,0
6,19,0,0.15,2,0,1,1
6,55,1,,0,0,6,0
1,,1,,2,2,8,1
7,48,0,0.0,0,0,4,0
7,,1,,2,2,4,0
6,23,1,0.17,1,0,6,1
5,36,0,0.0,2,2,7,0
1,17,0,,0,0,6,0
1,49,0,0.0,2,3,6,0
5,16,1,,2,0,0,0
4,20,1,0.0,0,2,4,0
5,,1,,0,0,5,0
5,,1,,0,0,9,1
5,64,0,,0,0,8,0
4,29,0,0.0,1,0,3,0
7,43,0,,2,0,7,0
3,54,0,0.0,,0,4,1
2,30,0,0.0,,0,11,1
6,36,0,0.12,2,0,5,1
6,60,0,,2,0,8,0
2,41,1,0.0,0,0,2,1
4,24,1,,0,,12,0
2,22,0,0.17,2,0,7,0
5,17,0,,2,0,9,0
6,17,0,0.1,0,1,3,1
3,19,0,0.0,1,0,9,0
3,62,0,0.0,2,0,8,1
5,46,0,,0,0,11,0
3,36,1,,2,0,7,0
7,21,0,0.0,2,0,7,0
6,57,1,,0,2,5,0
2,52,0,,2,0,7,0
2,22,0,,2,0,11,0
7,25,0,0.21,0,0,2,1
5,40,1,0.0,2,2,6,0
7,20,0,,2,2,8,0
3,53,1,,2,0,9,0
6,42,0,,2,0,6,0
5,23,0,,2,3,0,0
6,40,0,,2,0,11,0
2,50,0,0.0,2,0,12,0
4,49,0,,2,0,6,0
6,55,0,,0,3,7,0
7,48,0,0.0,,0,11,1
3,30,0,0.28,,0,11,1
6,43,0,0.13,2,0,3,1
6,,0,,2,0,,0
1,,1,,2,0,12,0
3,83,0,0.0,,0,6,0
7,43,1,,2,0,0,0
3,61,1,0.0,0,0,6,0
7,74,0,,0,0,2,0
6,24,0,,2,3,7,0
2,26,0,,0,0,9,0
5,,,,,0,0,0
3,36,0,,0,0,7,1
6,16,0,0.0,0,0,5,0
3,,0,,2,0,5,0
2,50,1,,2,0,7,1
7,20,0,0.19,2,0,10,1
1,44,1,,2,0,9,0
4,24,0,0.24,1,2,5,1
5,41,0,,0,0,5,0
1,67,1,,0,0,7,0
6,35,0,0.25,0,3,6,1
7,29,0,0.0,,0,7,1
1,34,0,,2,0,0,0
6,41,0,,2,2,3,0
3,64,1,0.0,0,0,1,1
3,32,0,,2,0,6,0
2,67,1,,2,0,4,0
3,43,0,0.16,2,0,4,0
3,27,0,,2,2,8,0
6,79,1,0.0,2,0,6,1
7,31,0,,2,0,8,0
1,18,0,,2,0,0,0
2,63,0,0.18,0,0,3,1
5,52,0,,0,0,7,0
7,39,1,,,0,3,1
4,18,1,0.0,0,0,7,0
7,31,0,0.12,0,2,4,1
4,42,1,0.0,2,0,3,0
2,27,0,0.06,2,2,5,0
6,39,0,0.06,0,0,0,1
5,,0,,2,,3,0
6,41,0,0.18,,0,3,1
2,18,0,,,0,5,0
5,59,0,,0,0,2,0
6,67,1,,0,0,1,0
5,34,0,,0,0,7,0
1,36,0,0.0,,0,5,0
1,17,0,0.11,1,0,3,1
1,52,0,,2,0,7,0
1,46,0,,1,0,9,0
6,41,0,0.0,0,0,8,0
7,37,0,0.13,,0,5,0
1,24,0,,0,3,7,0
4,,0,,2,,9,0
3,82,1,0.0,0,4,7,1
2,54,0,,2,2,0,0
7,,0,,2,0,8,0
3,24,0,,0,2,6,0
5,52,0,0.0,,0,6,1
4,67,0,,2,3,5,0
4,73,1,0.0,0,0,3,1
3,27,1,,2,0,9,0
5,37,1,,0,0,6,0
5,19,0,0.07,2,0,11,1
2,,0,,2,0,7,0
5,,1,,2,0,2,0
2,71,0,0.0,,0,6,1
6,26,0,0.13,1,0,7,1
1,61,0,0.0,0,0,2,1
5,32,1,,2,0,5,0
6,56,0,0.32,0,3,8,1
6,34,1,,2,0,7,0
4,57,0,0.08,1,0,6,1
6,67,0,,2,0,8,0
5,65,0,0.0,0,0,5,0
5,23,0,,2,0,6,0
7,68,0,,0,0,4,0
7,83,1,0.0,0,2,7,1
3,,0,,2,0,11,0
4,21,0,,,2,3,0
5,36,0,0.1,2,3,2,1
6,17,1,,2,0,2,0
3,29,1,0.0,0,0,4,0
2,52,0,0.12,0,0,7,1
2,58,1,,0,3,7,0
1,58,1,0.0,0,0,8,1
3,21,0,,0,0,6,0
7,47,1,0.0,,0,9,1
2,52,0,0.0,0,0,4,1
3,62,0,,2,0,11,0
1,43,0,,2,0,9,1
6,16,0,,2,0,8,0
6,42,0,0.0,2,0,0,0
7,19,0,,2,0,5,0
5,24,0,0.14,1,3,4,1
7,31,1,,2,0,6,0
4,,1,,0,0,5,0
5,76,0,0.0,0,2,5,1
3,29,0,,2,2,6,0
4,68,1,0.0,,0,9,1
5,65,0,,0,0,4,0
1,,1,,2,0,2,0
3,54,1,0.29,0,0,4,1
6,27,1,,2,0,6,0
6,25,1,,0,2,6,0
4,58,0,,2,3,7,0
6,42,0,0.19,1,0,5,1
5,38,0,0.15,,2,5,0
7,,1,,2,0,5,0
2,28,0,0.0,0,0,11,0
6,44,0,0.0,,0,3,1
3,27,0,0.26,1,0,6,1
6,44,0,0.0,,5,2,1
7,19,0,,2,0,5,0
6,21,0,0.18,2,2,1,1
5,54,0,0.0,2,0,7,0
5,24,0,,2,0,0,1
7,65,0,0.1,,0,7,1
1,,1,,2,2,4,0
1,29,0,0.0,2,0,4,0
1,57,0,,2,2,11,0
5,,0,,2,3,8,0
6,33,0,0.0,0,0,2,0
7,16,1,,2,0,7,0
3,25,1,,2,0,4,0
3,28,0,0.0,1,0,2,0
6,18,0,,2,1,4,0
4,27,0,,2,0,6,0
6,72,0,0.0,2,0,5,1
7,43,0,0.0,,3,6,1
4,41,1,,0,0,9,0
4,55,0,0.1,0,0,5,1
5,28,0,0.0,2,0,4,1
7,36,0,0.0,0,3,7,1
7,30,1,0.25,2,2,4,1
3,29,0,,2,0,5,0
5,40,0,,0,0,2,0
3,51,1,,1,0,3,0
4,22,0,,2,0,5,0
4,92,1,,2,0,9,0
3,36,0,,2,4,2,0
6,44,0,0.08,1,0,1,1
5,41,0,,2,0,9,0
4,31,0,,2,2,11,0
7,41,0,0.2,2,0,8,1
6,40,0,,0,0,3,0
5,51,1,0.0,0,0,8,1
4,62,1,0.15,2,0,3,1
6,61,1,,2,0,11,0
6,94,1,,2,0,6,0
5,24,0,0.19,,0,5,1
7,24,0,0.22,2,0,9,1
6,52,0,,0,0,4,1
1,21,0,,2,0,8,0
2,31,1,,2,0,3,0
5,47,0,,,3,8,0
7,18,0,0.0,,0,7,1
1,27,1,,2,0,7,0
7,51,1,,2,0,6,0
6,47,0,0.22,0,0,11,0
2,,0,,2,0,8,0
2,19,0,,2,3,8,0
1,71,0,,0,2,2,0
5,31,1,,0,0,6,0
3,24,0,0.0,,0,4,1
5,52,0,,0,,7,0
4,,0,,2,0,7,0
7,74,0,,0,2,8,0
4,41,1,,2,0,6,0
2,,0,,0,0,1,0
1,53,1,,2,0,0,0
4,61,1,0.0,2,0,11,1
6,41,0,,0,0,5,0
5,49,1,0.06,,1,1,1
2,56,1,0.0,,0,7,1
6,20,0,,0,2,5,1
7,25,0,0.27,0,0,7,1
2,56,0,,0,0,7,0
3,,0,,2,0,8,0
7,18,0,,2,3,2,0
6,,0,,0,0,4,0
3,,0,,2,0,5,0
7,26,0,0.15,2,2,4,1
4,60,0,0.28,2,3,0,1
6,22,0,,2,0,7,0
5,62,1,,0,0,11,0
1,52,0,0.19,2,0,9,1
2,82,0,,2,0,2,0
5,48,0,,0,0,4,0
7,24,1,0.24,,,12,1
6,61,0,,2,0,6,0
1,87,0,0.0,0,0,4,1
5,20,0,,,0,0,0
2,46,1,,2,0,7,0
7,19,0,,2,2,2,0
5,34,0,0.1,1,0,5,1
6,16,0,,2,0,6,0
1,24,0,,2,0,6,0
4,36,0,,2,0,6,1
6,29,0,,2,0,10,0
2,47,0,,2,2,3,0
2,24,1,,0,0,12,0
5,22,1,0.0,1,0,4,0
7,44,0,,0,0,4,0
5,35,0,,2,0,4,0
2,19,0,0.16,0,3,9,1
7,74,0,0.0,2,0,6,1
1,33,0,,2,0,7,0
1,49,1,,0,3,7,0
4,31,1,,0,0,11,0
3,51,0,0.0,2,2,6,1
5,24,0,0.1,,2,2,1
1,41,1,,2,0,6,0
6,57,0,0.06,0,0,3,1
3,45,0,,0,0,5,0
2,20,0,0.0,2,0,7,1
2,20,0,,2,0,3,0
4,26,0,,2,0,7,0
4,27,0,,2,3,0,0
1,16,0,0.0,1,0,3,0
5,53,0,0.28,0,0,11,1
5,64,1,0.13,0,0,4,1
7,27,0,,2,0,11,0
3,46,0,0.28,2,0,1,1
1,86,1,0.0,2,0,12,1
1,30,0,0.0,1,0,7,1
3,24,0,0.0,1,0,11,1
5,43,1,,2,0,6,0
5,43,0,,0,0,6,0
7,36,1,,2,2,7,0
2,59,1,0.0,0,0,4,0
7,29,1,,1,0,7,0
3,31,1,,0,0,6,0
7,19,0,,2,0,12,0
7,52,0,,0,0,7,0
6,46,0,0.07,2,0,9,0
7,,1,,2,0,11,0
6,,0,,2,2,7,0
3,22,0,,,3,4,0
2,20,0,,2,0,5,0
7,25,0,0.19,2,0,7,1
3,29,0,,0,2,11,0
6,21,0,0.26,0,2,3,1
1,21,0,,2,0,5,0
7,27,0,,,0,4,0
2,65,0,,1,0,4,1
5,17,0,,2,0,6,0
4,39,1,,0,0,6,0
7,58,0,,2,0,4,0
6,28,0,,2,3,7,0
3,41,1,0.0,0,0,7,1
2,20,0,0.01,2,0,5,1
6,19,0,0.14,2,0,4,0
2,31,0,,2,0,2,0
7,79,0,0.0,0,0,4,0
6,,0,,2,0,8,0
3,29,1,0.21,2,0,2,1
2,53,0,,0,0,7,0
1,30,0,,0,0,3,0
1,19,0,,1,0,7,1
3,,0,,2,0,3,0
4,49,1,,2,0,8,0
1,63,0,0.17,2,0,4,1
3,40,0,,2,3,6,0
7,18,0,0.17,2,0,5,0
3,62,0,0.36,0,0,11,1
5,39,1,,2,0,2,0
2,41,0,0.0,0,0,6,0
4,26,1,,0,0,9,1
5,20,1,,2,0,2,0
5,81,0,,0,0,0,0
7,,0,,0,0,5,0
7,21,0,0.26,0,0,1,1
7,28,0,0.0,0,0,4,0
2,28,0,0.18,0,0,3,1
5,28,0,,2,2,5,0
4,69,1,,2,0,8,0
7,,0,,2,0,6,1
1,37,0,,0,1,4,0
1,42,0,,2,0,11,0
